ID,性别,专业,学历,毕业去向,就业行业,岗位类型,工作城市,城市等级,期望薪资,实际薪资,期望薪资达成率,是否有实习经历,专业-行业匹配度,学历-岗位匹配度,满意度评分,岗位ID
223,男,临床医学,硕士,自由职业,文化传媒,独立咨询顾问,南京,新一线,13500,11000,0.815,否,低,中,2,JOB8B8AAEFAA5
224,女,法学,硕士,创业,政府机关,项目负责人,广州,一线,10000,12500,1.25,否,高,中,4,JOB8DC319922F
225,女,电子信息,博士,自由职业,教育,网站开发者,上海,一线,13000,16200,1.246,是,低,高,3,JOB8255FE3C93
226,女,土木工程,博士,就业,制造业,设备工程师,杭州,新一线,6000,8900,1.483,否,中,中,4,JOB8ED58C63D3
227,男,金融学,本科,自由职业,金融,内容创作者,青岛,新一线,12500,15300,1.224,是,高,中,4,JOB0F120728D2
228,女,环境工程,硕士,出国,制造业,海外研究助理,青岛,新一线,5000,4600,0.92,是,高,高,4,JOBE86F3C6974
229,女,机械工程,本科,出国,科研,海外研究生,杭州,新一线,14000,11700,0.836,否,中,中,3,JOB026F9F2449
230,男,临床医学,本科,考研,科研,硕士研究生,上海,一线,12500,9400,0.752,否,中,中,3,JOBF7CF7F98AC
231,女,法学,本科,考研,科研,硕士研究生,广州,一线,11000,7500,0.682,是,低,中,2,JOB9FDBD1D062
232,男,金融学,博士,创业,互联网,创业者,武汉,新一线,10500,13800,1.314,否,中,中,4,JOB13B5FA30FA
233,女,市场营销,博士,公务员,政府,政策研究员,青岛,新一线,10000,10800,1.08,是,低,高,4,JOB96D47B0B90
234,男,环境工程,本科,考研,科研,硕士研究生,南京,新一线,12500,8200,0.656,是,低,中,2,JOB7C0522CCCB
235,女,机械工程,博士,创业,建筑,产品创业者,广州,一线,9000,12500,1.389,是,中,中,4,JOB8FC6A2EEA0
236,男,法学,硕士,考研,科研,博士后科研助理,西安,新一线,4000,2600,0.65,是,低,高,2,JOBD59E1314F8
237,女,法学,硕士,创业,互联网,产品创业者,上海,一线,7000,10200,1.457,否,低,高,3,JOBA4A54F66E5
238,女,环境工程,博士,创业,制造业,工作室负责人,西安,新一线,11500,15100,1.313,是,高,中,4,JOB588A231E64
239,男,电子信息,硕士,考研,教育,博士后科研助理,南京,新一线,8000,4900,0.612,否,低,高,2,JOB4545938823
240,女,法学,硕士,考研,科研,博士后科研助理,北京,一线,13500,12600,0.933,是,低,高,3,JOBD7FDCCB547
241,女,土木工程,本科,创业,建筑,联合创始人,成都,新一线,8000,7700,0.962,否,高,中,4,JOB4FE7E20E51
242,女,汉语言文学,硕士,考研,科研,博士后科研助理,北京,一线,15000,11600,0.773,否,低,高,1,JOBD7FDCCB547
243,男,汉语言文学,本科,创业,房地产,联合创始人,成都,新一线,14500,13400,0.924,否,低,中,3,JOBAE19B7649D
244,男,市场营销,硕士,就业,文化传媒,活动策划,西安,新一线,9500,9600,1.011,是,中,中,3,JOB63C192427D
245,男,金融学,硕士,就业,互联网,算法工程师,上海,一线,12500,24100,1.928,是,中,高,4,JOB7FEA75BA85
246,男,汉语言文学,硕士,考研,科研,博士后科研助理,广州,一线,7500,5300,0.707,否,低,高,2,JOB05DB2EE3D2
247,男,土木工程,本科,就业,房地产,项目运营专员,深圳,一线,13500,17800,1.319,否,中,中,4,JOB40304311C6
248,男,计算机,博士,考研,科研,博士后科研助理,上海,一线,11500,13300,1.157,是,中,高,5,JOB3729425ACC
249,女,土木工程,博士,就业,政府,政策研究员,南京,新一线,6000,7900,1.317,是,低,高,4,JOBB9C14E8A7A
250,女,临床医学,硕士,公务员,政府,政策研究员,上海,一线,7000,9100,1.3,是,低,中,3,JOB830585E786
251,女,计算机,本科,自由职业,教育,独立开发者,武汉,新一线,5500,4000,0.727,否,低,中,2,JOB9426AA1F04
252,男,土木工程,本科,自由职业,建筑,独立咨询顾问,武汉,新一线,6000,6100,1.017,是,高,中,4,JOB740D290748
253,男,临床医学,本科,自由职业,文化传媒,独立咨询顾问,深圳,一线,9000,8100,0.9,是,低,中,2,JOB57B391545E
254,男,电子信息,本科,创业,互联网,创业者,杭州,新一线,7000,10300,1.471,是,高,中,5,JOBFA1A8C5087
255,女,计算机,博士,创业,互联网,创业者,青岛,新一线,13000,20900,1.608,否,高,中,4,JOBC0779DDE5A
256,男,机械工程,本科,创业,互联网,工作室负责人,深圳,一线,10000,13000,1.3,是,低,中,3,JOBA5902DBA12
257,女,金融学,本科,考研,科研,硕士研究生,青岛,新一线,13000,7900,0.608,是,低,中,2,JOBF30BD48B94
258,女,临床医学,硕士,就业,科研,科研助理,西安,新一线,9500,10100,1.063,否,中,高,4,JOB99D52CC6BD
259,女,计算机,本科,自由职业,文化传媒,网站开发者,上海,一线,13000,11900,0.915,否,低,中,2,JOBB8249BD220
260,女,临床医学,博士,公务员,政府机关,政策研究员,武汉,新一线,5000,5800,1.16,是,低,高,4,JOBF914D82AAC
261,女,汉语言文学,博士,自由职业,文化传媒,自由撰稿人,杭州,新一线,8000,8800,1.1,否,中,中,3,JOB19097D5B43
262,男,金融学,硕士,自由职业,文化传媒,独立咨询顾问,武汉,新一线,4000,3600,0.9,是,低,中,3,JOBBD37594701
263,女,电子信息,硕士,自由职业,互联网,自由数据分析师,杭州,新一线,13000,23900,1.838,是,高,高,5,JOBBE08C5B228
264,男,金融学,本科,公务员,政府机关,选调生,上海,一线,4500,4500,1,否,低,中,3,JOB3E3FDC1BDA
265,男,法学,本科,自由职业,教育,项目制顾问,广州,一线,12500,10300,0.824,是,低,中,2,JOB450BFF8BC5
266,女,电子信息,博士,就业,金融,证券研究员,成都,新一线,14500,22400,1.545,是,低,高,4,JOB7806F64560
267,男,临床医学,本科,考研,科研,硕士研究生,西安,新一线,5000,3400,0.68,是,中,中,3,JOB970CE6FD49
268,男,电子信息,本科,自由职业,互联网,网站开发者,广州,一线,11000,15100,1.373,是,高,中,4,JOB4D56161C1F
269,女,金融学,博士,公务员,政府机关,行政执法辅助岗,南京,新一线,5000,6100,1.22,否,低,中,3,JOB7238442C28
270,男,土木工程,硕士,创业,互联网,项目负责人,武汉,新一线,11500,12900,1.122,否,低,高,3,JOB4C4CAA2834
271,女,汉语言文学,博士,就业,教育,教务专员,南京,新一线,4500,6100,1.356,是,高,高,5,JOB72F0291C8F
272,男,计算机,本科,公务员,政府机关,行政执法辅助岗,西安,新一线,6000,5000,0.833,是,低,中,3,JOB4E218034EE
273,女,金融学,本科,公务员,政府,政策研究员,青岛,新一线,7000,4900,0.7,否,低,低,2,JOB96D47B0B90
274,男,机械工程,本科,公务员,政府机关,事业单位职员,上海,一线,6000,7000,1.167,是,低,中,4,JOB796325D870
275,女,计算机,本科,出国,制造业,海外研发助理,成都,新一线,14000,9800,0.7,是,中,中,3,JOBA4453C0C37
276,女,汉语言文学,博士,公务员,政府机关,行政执法辅助岗,深圳,一线,13000,19500,1.5,是,中,中,4,JOB8B352CFCA3
277,男,临床医学,硕士,自由职业,教育,自由职业者,南京,新一线,7000,6000,0.857,否,中,中,3,JOB00F2EC282A
278,男,金融学,博士,考研,科研,博士后科研助理,杭州,新一线,4500,4400,0.978,是,低,高,3,JOBE0627E147C
279,男,电子信息,硕士,公务员,政府机关,公务员,北京,一线,13000,16500,1.269,否,低,中,4,JOB011D0AC4FF
280,女,电子信息,本科,就业,科研,数据研究助理,青岛,新一线,4500,4000,0.889,否,中,中,3,JOBC55643AC84
281,男,机械工程,博士,创业,制造业,创业者,北京,一线,11500,20900,1.817,是,高,中,4,JOB3E4DE516A4
282,男,电子信息,本科,创业,金融,联合创始人,成都,新一线,11000,12200,1.109,是,低,中,3,JOBB80D23DBFE
283,男,市场营销,博士,考研,科研,博士后科研助理,广州,一线,5500,5300,0.964,是,低,高,3,JOB05DB2EE3D2
284,男,市场营销,博士,考研,科研,博士后科研助理,深圳,一线,13000,10700,0.823,否,低,高,2,JOBA4ECAA4E99
285,男,机械工程,硕士,出国,教育,海外研究生,北京,一线,5500,5000,0.909,是,低,高,3,JOBDC4D6C0D33
286,男,金融学,博士,自由职业,文化传媒,独立咨询顾问,成都,新一线,5000,4500,0.9,否,低,中,2,JOBBB831DCD1D
287,女,计算机,硕士,就业,金融,风控分析师,西安,新一线,8000,10200,1.275,是,低,高,4,JOB9514770325
288,女,临床医学,博士,考研,科研,博士后科研助理,南京,新一线,7000,6900,0.986,是,中,高,4,JOB4735F4166E
289,女,机械工程,硕士,公务员,政府,政策研究员,青岛,新一线,12500,12100,0.968,否,低,中,2,JOB96D47B0B90
290,男,土木工程,硕士,自由职业,建筑,内容创作者,广州,一线,4500,5700,1.267,否,高,中,4,JOBB5A4EB8A44
291,女,环境工程,博士,自由职业,制造业,自由职业者,武汉,新一线,4000,5500,1.375,是,高,中,5,JOBAF1DDDE453
292,男,计算机,本科,出国,制造业,海外研发助理,成都,新一线,6500,4400,0.677,是,中,中,3,JOBA4453C0C37
293,男,汉语言文学,硕士,就业,文化传媒,编辑,武汉,新一线,11000,11200,1.018,是,中,中,4,JOB35E98594C2
294,男,环境工程,博士,就业,政府,公共事务助理,北京,一线,11500,19100,1.661,是,中,中,4,JOB82CF1992C9
295,男,市场营销,博士,就业,房地产,招商主管,上海,一线,6000,9400,1.567,是,低,中,3,JOBB6E634DEFB
296,女,电子信息,博士,出国,制造业,海外研究生,深圳,一线,13500,14900,1.104,是,中,高,4,JOBA2B1FBB420
297,男,市场营销,博士,公务员,政府机关,公共事务助理,广州,一线,7500,9600,1.28,否,低,中,3,JOB14F29B117D
298,女,机械工程,博士,就业,制造业,生产管理专员,武汉,新一线,12000,17700,1.475,否,高,中,5,JOB4CF777B7AA
299,女,计算机,硕士,就业,金融,财富顾问,成都,新一线,6000,8100,1.35,否,低,高,3,JOBAC2F3F6D63
300,男,金融学,本科,考研,科研,硕士研究生,广州,一线,9500,5300,0.558,否,低,中,2,JOB9FDBD1D062
301,男,土木工程,本科,考研,教育,硕士研究生,广州,一线,8000,4800,0.6,是,低,中,2,JOB80DFE0EBE6
302,男,金融学,博士,自由职业,金融,项目制顾问,西安,新一线,15000,21800,1.453,否,高,中,5,JOBA72A394166
303,女,环境工程,本科,出国,科研,海外研究助理,深圳,一线,11000,8900,0.809,否,低,中,2,JOBE6843D199B
304,女,市场营销,博士,公务员,政府机关,政策研究员,西安,新一线,12500,11700,0.936,否,低,高,3,JOB53FA2F9791
305,男,汉语言文学,硕士,出国,科研,海外项目助理,广州,一线,12500,11000,0.88,否,低,高,2,JOB5A39D1B663
306,男,法学,本科,考研,教育,硕士研究生,武汉,新一线,9000,5000,0.556,是,低,中,2,JOBA4FEE85F9A
307,女,市场营销,硕士,公务员,政府机关,行政专员,北京,一线,7500,10700,1.427,是,低,中,4,JOB2F6672EA52
308,男,计算机,硕士,就业,互联网,数据分析师,广州,一线,4000,6800,1.7,是,高,高,5,JOB1DEA72208F
309,女,金融学,本科,就业,政府,公共事务助理,青岛,新一线,5000,4000,0.8,否,低,中,2,JOB13B7BB9E9D
310,女,电子信息,本科,创业,互联网,创业者,南京,新一线,10500,13700,1.305,是,高,中,5,JOBBF803E6FA3
311,男,土木工程,本科,自由职业,建筑,项目制顾问,深圳,一线,5000,5700,1.14,否,高,中,4,JOBAF9AFBC40A
312,男,计算机,本科,公务员,政府机关,选调生,广州,一线,8000,8700,1.088,是,低,中,3,JOB5047EBDBFA
313,女,环境工程,硕士,就业,科研,科研助理,上海,一线,11500,15400,1.339,否,低,高,4,JOBBE1078B486
314,男,电子信息,博士,自由职业,文化传媒,自由数据分析师,北京,一线,6500,8000,1.231,是,低,中,3,JOB3BC242F159
315,男,土木工程,硕士,考研,科研,博士后科研助理,北京,一线,9000,7000,0.778,否,低,高,2,JOBD7FDCCB547
316,女,法学,本科,考研,科研,硕士研究生,成都,新一线,11000,6900,0.627,否,低,中,1,JOBCE75C1D46D
317,男,计算机,本科,公务员,政府,行政执法辅助岗,青岛,新一线,5500,4400,0.8,否,低,中,2,JOB8B6CD126D7
318,男,机械工程,硕士,创业,制造业,项目负责人,上海,一线,13000,19500,1.5,否,高,中,5,JOBC45D56DAC4
319,男,临床医学,本科,自由职业,教育,项目制顾问,杭州,新一线,7000,6800,0.971,否,中,中,3,JOBED938CA635
320,女,土木工程,博士,自由职业,文化传媒,项目制顾问,广州,一线,8000,10500,1.312,是,低,中,3,JOBF15F1A5951
321,女,环境工程,本科,就业,科研,数据研究助理,青岛,新一线,14500,12900,0.89,是,低,中,2,JOBC55643AC84
322,女,电子信息,本科,公务员,政府,行政执法辅助岗,广州,一线,6000,5200,0.867,否,低,中,2,JOBBD4019815F
323,女,金融学,本科,就业,银行,数据风控分析师,南京,新一线,11000,13500,1.227,否,中,中,3,JOBCD64058093
324,女,市场营销,本科,创业,文化传媒,产品创业者,成都,新一线,13000,9600,0.738,否,中,中,2,JOB79C67B66B9
325,女,环境工程,本科,创业,建筑,项目负责人,武汉,新一线,6000,5400,0.9,是,中,中,3,JOB214B039806
326,女,电子信息,博士,考研,科研,博士后科研助理,杭州,新一线,11500,12600,1.096,是,中,高,4,JOBE0627E147C
327,女,汉语言文学,本科,自由职业,教育,自由撰稿人,武汉,新一线,13000,12400,0.954,是,高,中,4,JOB73AD76B236
328,女,计算机,硕士,公务员,政府机关,事业单位职员,上海,一线,13500,18700,1.385,是,低,中,3,JOB796325D870
329,女,电子信息,博士,公务员,政府机关,行政专员,杭州,新一线,12500,15500,1.24,否,低,中,4,JOB7AC74134C0
330,男,临床医学,硕士,自由职业,医疗,项目制顾问,上海,一线,7000,9900,1.414,否,高,高,5,JOBF33A34DF66
331,男,电子信息,博士,创业,金融,产品创业者,武汉,新一线,15000,20200,1.347,否,低,中,3,JOBCF1646DB1A
332,男,机械工程,本科,出国,科研,海外项目助理,武汉,新一线,8000,5600,0.7,否,中,中,3,JOBBAE1E3CA92
333,男,电子信息,本科,自由职业,教育,网站开发者,深圳,一线,9500,8800,0.926,否,低,中,3,JOB1FD52F4D7E
334,男,金融学,硕士,自由职业,教育,项目制顾问,青岛,新一线,10500,9000,0.857,否,低,中,2,JOBE5C669E07A
335,男,汉语言文学,硕士,出国,科研,海外研究助理,杭州,新一线,7500,8500,1.133,是,低,高,3,JOBD0E37C9313
336,男,土木工程,硕士,公务员,政府机关,政策研究员,武汉,新一线,13000,12300,0.946,否,低,中,2,JOBF914D82AAC
337,女,计算机,博士,自由职业,教育,自由产品顾问,西安,新一线,5000,4600,0.92,否,低,高,3,JOB3B8AC27048
338,女,电子信息,本科,创业,互联网,项目负责人,北京,一线,4500,6500,1.444,是,高,中,5,JOB96EBAA2200
339,女,市场营销,硕士,自由职业,文化传媒,项目制顾问,青岛,新一线,4500,3800,0.844,是,中,中,3,JOB2B35CA4029
340,男,临床医学,硕士,出国,教育,海外研究助理,武汉,新一线,7500,6200,0.827,是,中,高,3,JOB7276B418CB
341,女,计算机,博士,出国,科研,海外软件工程师,武汉,新一线,7000,6100,0.871,否,中,高,3,JOB2E2C4E7508
342,男,电子信息,硕士,自由职业,互联网,自由产品顾问,北京,一线,7500,12000,1.6,否,高,高,5,JOBA26237606D
343,男,临床医学,本科,出国,教育,海外研究助理,西安,新一线,12500,7200,0.576,否,中,中,2,JOB1131563BE5
344,女,市场营销,博士,考研,教育,博士后科研助理,杭州,新一线,8500,6700,0.788,否,低,高,2,JOB5125D573FB
345,女,环境工程,本科,就业,建筑,施工管理工程师,青岛,新一线,10000,10800,1.08,是,中,中,4,JOB24D081EA79
346,女,机械工程,硕士,考研,科研,博士后科研助理,武汉,新一线,7000,5200,0.743,否,中,高,3,JOBA0C27ACE0B
347,女,环境工程,本科,就业,建筑,施工管理工程师,杭州,新一线,7500,9300,1.24,是,中,中,4,JOB7D9017C802
348,女,临床医学,本科,创业,科研,产品创业者,深圳,一线,5500,5800,1.055,否,中,中,4,JOB96A0406D33
349,女,计算机,博士,创业,金融,联合创始人,武汉,新一线,5500,8000,1.455,是,低,中,3,JOB64950E50FA
350,男,法学,本科,就业,金融,投资顾问,上海,一线,15000,23300,1.553,是,中,中,4,JOB4AE68E8ECC
351,女,市场营销,博士,公务员,政府机关,行政执法辅助岗,广州,一线,13000,18500,1.423,是,低,中,3,JOB12F4F6CBFB
352,女,临床医学,硕士,自由职业,教育,内容创作者,西安,新一线,6500,6900,1.062,是,中,中,4,JOB4CADD05C8A
353,女,临床医学,硕士,创业,科研,联合创始人,广州,一线,11000,13200,1.2,是,中,高,4,JOBF50B65D10B
354,男,电子信息,博士,公务员,政府机关,事业单位职员,西安,新一线,4500,4600,1.022,否,低,中,3,JOBE2FE7B2306
355,男,市场营销,本科,创业,文化传媒,项目负责人,武汉,新一线,11500,9200,0.8,是,中,中,3,JOBE765223C8B
356,男,市场营销,本科,公务员,政府,行政专员,青岛,新一线,14500,11400,0.786,否,低,中,2,JOB0941609605
357,女,计算机,硕士,就业,互联网,算法工程师,上海,一线,8000,14500,1.812,否,高,高,5,JOB7FEA75BA85
358,男,金融学,本科,创业,互联网,工作室负责人,深圳,一线,4500,6000,1.333,否,中,中,4,JOBA5902DBA12
359,女,计算机,硕士,创业,文化传媒,产品创业者,深圳,一线,14500,12900,0.89,否,低,中,2,JOB0CFDDA2860
360,男,金融学,硕士,公务员,政府机关,基层治理专员,深圳,一线,8000,9900,1.238,是,低,中,3,JOB197BE92507
361,男,环境工程,硕士,出国,制造业,海外项目助理,上海,一线,5500,5000,0.909,否,高,高,4,JOB6D74B5020B
362,女,土木工程,博士,自由职业,建筑,项目制顾问,青岛,新一线,14000,19300,1.379,否,高,中,5,JOB5FCF22B7F1
363,女,汉语言文学,硕士,就业,政府机关,行政执法辅助岗,上海,一线,13500,15700,1.163,否,中,中,4,JOBD41662997D
364,男,临床医学,本科,创业,医疗,产品创业者,杭州,新一线,5000,6700,1.34,是,高,中,5,JOBBBE0097202
365,女,法学,博士,创业,政府,联合创始人,上海,一线,13000,16600,1.277,否,中,中,4,JOB59696F37C2
366,男,法学,本科,自由职业,教育,项目制顾问,西安,新一线,4000,2900,0.725,是,低,中,2,JOB56C2809E64
367,男,汉语言文学,博士,公务员,政府机关,公共事务助理,南京,新一线,8000,10800,1.35,否,中,中,4,JOB099083287D
368,男,环境工程,硕士,考研,科研,博士后科研助理,西安,新一线,12500,9000,0.72,是,低,高,2,JOBD59E1314F8
